input_prompt,response,category,context
I'm afraid I'm going to lose my job.,"Lack of motivation can be a sign of burnout. Try setting small, achievable goals and give yourself breaks.",Guilt,Regret
I haven't been sleeping well for weeks.,"Everyone makes mistakes, but it's important to learn from them and move forward. Be kind to yourself.",Guilt,Regret
I don't know how to deal with my stress at work.,"It's normal to feel anxious, but try to focus on the things you can control. Taking small steps can help.",Sleep Problems,Insomnia
I'm feeling really lonely lately.,"Lack of motivation can be a sign of burnout. Try setting small, achievable goals and give yourself breaks.",Friendship Issues,Feeling Unsupported
I haven't been sleeping well for weeks.,Loneliness is hard. Reaching out to friends or joining a group can help you feel more connected.,Anxiety,Future Uncertainty
I haven't been sleeping well for weeks.,Lack of sleep can impact your mental health. Consider developing a bedtime routine and avoiding screens before bed.,Self-Esteem Issues,Low Confidence
I'm afraid I'm going to lose my job.,"Everyone makes mistakes, but it's important to learn from them and move forward. Be kind to yourself.",Job Crisis,Job Insecurity
I feel so anxious about my future.,"Everyone makes mistakes, but it's important to learn from them and move forward. Be kind to yourself.",Friendship Issues,Feeling Unsupported
I can't stop thinking about the mistakes I've made.,"It's normal to feel anxious, but try to focus on the things you can control. Taking small steps can help.",Anxiety,Future Uncertainty
I haven't been sleeping well for weeks.,"Everyone makes mistakes, but it's important to learn from them and move forward. Be kind to yourself.",Job Crisis,Job Insecurity
I'm feeling really lonely lately.,It can be tough when you feel unsupported. Consider talking to your friends about how you're feeling.,Friendship Issues,Feeling Unsupported
I haven't been sleeping well for weeks.,Work stress can be overwhelming. It's important to take breaks and try mindfulness exercises.,Anxiety,Future Uncertainty
I don't know how to deal with my stress at work.,Communication is key in relationships. Try to have a calm discussion and listen to each other's needs.,Burnout,Low Motivation
I don't know how to deal with my stress at work.,"It's normal to feel anxious, but try to focus on the things you can control. Taking small steps can help.",Friendship Issues,Feeling Unsupported
I haven't been sleeping well for weeks.,"Lack of motivation can be a sign of burnout. Try setting small, achievable goals and give yourself breaks.",Stress,Work Pressure
I can't stop thinking about the mistakes I've made.,"Feeling inadequate is tough, but remember that you're doing your best. Try to focus on your strengths and progress.",Sleep Problems,Insomnia
I haven't been sleeping well for weeks.,"Lack of motivation can be a sign of burnout. Try setting small, achievable goals and give yourself breaks.",Guilt,Regret
My partner and I are constantly arguing.,Job insecurity is stressful. Try discussing your concerns with your employer or exploring other opportunities.,Guilt,Regret
I feel like I'm not good enough.,It can be tough when you feel unsupported. Consider talking to your friends about how you're feeling.,Sleep Problems,Insomnia
I'm finding it hard to motivate myself to do anything.,"It's normal to feel anxious, but try to focus on the things you can control. Taking small steps can help.",Self-Esteem Issues,Low Confidence
I haven't been sleeping well for weeks.,Work stress can be overwhelming. It's important to take breaks and try mindfulness exercises.,Burnout,Low Motivation
I'm finding it hard to motivate myself to do anything.,Job insecurity is stressful. Try discussing your concerns with your employer or exploring other opportunities.,Burnout,Low Motivation
My partner and I are constantly arguing.,Work stress can be overwhelming. It's important to take breaks and try mindfulness exercises.,Guilt,Regret
I don't know how to deal with my stress at work.,Communication is key in relationships. Try to have a calm discussion and listen to each other's needs.,Self-Esteem Issues,Low Confidence
I'm afraid I'm going to lose my job.,"It's normal to feel anxious, but try to focus on the things you can control. Taking small steps can help.",Job Crisis,Job Insecurity
I haven't been sleeping well for weeks.,Communication is key in relationships. Try to have a calm discussion and listen to each other's needs.,Friendship Issues,Feeling Unsupported
I haven't been sleeping well for weeks.,"Lack of motivation can be a sign of burnout. Try setting small, achievable goals and give yourself breaks.",Job Crisis,Job Insecurity
I'm finding it hard to motivate myself to do anything.,Lack of sleep can impact your mental health. Consider developing a bedtime routine and avoiding screens before bed.,Relationship Issues,Frequent Arguments
I feel like my friends don't really care about me.,Work stress can be overwhelming. It's important to take breaks and try mindfulness exercises.,Relationship Issues,Frequent Arguments
My partner and I are constantly arguing.,"Everyone makes mistakes, but it's important to learn from them and move forward. Be kind to yourself.",Loneliness,Social Isolation
I'm finding it hard to motivate myself to do anything.,"Feeling inadequate is tough, but remember that you're doing your best. Try to focus on your strengths and progress.",Stress,Work Pressure
I feel so anxious about my future.,Lack of sleep can impact your mental health. Consider developing a bedtime routine and avoiding screens before bed.,Loneliness,Social Isolation
My partner and I are constantly arguing.,Loneliness is hard. Reaching out to friends or joining a group can help you feel more connected.,Sleep Problems,Insomnia
I haven't been sleeping well for weeks.,Work stress can be overwhelming. It's important to take breaks and try mindfulness exercises.,Stress,Work Pressure
I'm feeling really lonely lately.,Communication is key in relationships. Try to have a calm discussion and listen to each other's needs.,Guilt,Regret
I'm feeling really lonely lately.,"It's normal to feel anxious, but try to focus on the things you can control. Taking small steps can help.",Loneliness,Social Isolation
I haven't been sleeping well for weeks.,"Feeling inadequate is tough, but remember that you're doing your best. Try to focus on your strengths and progress.",Sleep Problems,Insomnia
I can't stop thinking about the mistakes I've made.,"Lack of motivation can be a sign of burnout. Try setting small, achievable goals and give yourself breaks.",Guilt,Regret
I'm finding it hard to motivate myself to do anything.,Lack of sleep can impact your mental health. Consider developing a bedtime routine and avoiding screens before bed.,Job Crisis,Job Insecurity
I can't stop thinking about the mistakes I've made.,Job insecurity is stressful. Try discussing your concerns with your employer or exploring other opportunities.,Guilt,Regret
I can't stop thinking about the mistakes I've made.,Loneliness is hard. Reaching out to friends or joining a group can help you feel more connected.,Friendship Issues,Feeling Unsupported
I'm feeling really lonely lately.,"Feeling inadequate is tough, but remember that you're doing your best. Try to focus on your strengths and progress.",Anxiety,Future Uncertainty
I can't stop thinking about the mistakes I've made.,It can be tough when you feel unsupported. Consider talking to your friends about how you're feeling.,Friendship Issues,Feeling Unsupported
I feel like I'm not good enough.,Loneliness is hard. Reaching out to friends or joining a group can help you feel more connected.,Loneliness,Social Isolation
I can't stop thinking about the mistakes I've made.,"Lack of motivation can be a sign of burnout. Try setting small, achievable goals and give yourself breaks.",Stress,Work Pressure
I'm feeling really lonely lately.,"Feeling inadequate is tough, but remember that you're doing your best. Try to focus on your strengths and progress.",Anxiety,Future Uncertainty
I can't stop thinking about the mistakes I've made.,"Lack of motivation can be a sign of burnout. Try setting small, achievable goals and give yourself breaks.",Anxiety,Future Uncertainty
I don't know how to deal with my stress at work.,"It's normal to feel anxious, but try to focus on the things you can control. Taking small steps can help.",Relationship Issues,Frequent Arguments
I feel like I'm not good enough.,"Feeling inadequate is tough, but remember that you're doing your best. Try to focus on your strengths and progress.",Friendship Issues,Feeling Unsupported
I feel so anxious about my future.,"Everyone makes mistakes, but it's important to learn from them and move forward. Be kind to yourself.",Burnout,Low Motivation
I'm feeling really lonely lately.,Communication is key in relationships. Try to have a calm discussion and listen to each other's needs.,Relationship Issues,Frequent Arguments
I'm afraid I'm going to lose my job.,Job insecurity is stressful. Try discussing your concerns with your employer or exploring other opportunities.,Loneliness,Social Isolation
I feel like my friends don't really care about me.,Communication is key in relationships. Try to have a calm discussion and listen to each other's needs.,Guilt,Regret
I'm afraid I'm going to lose my job.,Loneliness is hard. Reaching out to friends or joining a group can help you feel more connected.,Burnout,Low Motivation
I feel so anxious about my future.,Lack of sleep can impact your mental health. Consider developing a bedtime routine and avoiding screens before bed.,Self-Esteem Issues,Low Confidence
I don't know how to deal with my stress at work.,"Everyone makes mistakes, but it's important to learn from them and move forward. Be kind to yourself.",Job Crisis,Job Insecurity
I can't stop thinking about the mistakes I've made.,"It's normal to feel anxious, but try to focus on the things you can control. Taking small steps can help.",Guilt,Regret
I feel like I'm not good enough.,Work stress can be overwhelming. It's important to take breaks and try mindfulness exercises.,Stress,Work Pressure
I haven't been sleeping well for weeks.,"Feeling inadequate is tough, but remember that you're doing your best. Try to focus on your strengths and progress.",Guilt,Regret
I'm afraid I'm going to lose my job.,Loneliness is hard. Reaching out to friends or joining a group can help you feel more connected.,Relationship Issues,Frequent Arguments
I'm afraid I'm going to lose my job.,Lack of sleep can impact your mental health. Consider developing a bedtime routine and avoiding screens before bed.,Sleep Problems,Insomnia
I feel like I'm not good enough.,"Lack of motivation can be a sign of burnout. Try setting small, achievable goals and give yourself breaks.",Stress,Work Pressure
I can't stop thinking about the mistakes I've made.,Job insecurity is stressful. Try discussing your concerns with your employer or exploring other opportunities.,Anxiety,Future Uncertainty
I haven't been sleeping well for weeks.,"It's normal to feel anxious, but try to focus on the things you can control. Taking small steps can help.",Loneliness,Social Isolation
I haven't been sleeping well for weeks.,"Lack of motivation can be a sign of burnout. Try setting small, achievable goals and give yourself breaks.",Sleep Problems,Insomnia
I feel so anxious about my future.,Loneliness is hard. Reaching out to friends or joining a group can help you feel more connected.,Anxiety,Future Uncertainty
My partner and I are constantly arguing.,Work stress can be overwhelming. It's important to take breaks and try mindfulness exercises.,Sleep Problems,Insomnia
I'm afraid I'm going to lose my job.,"Everyone makes mistakes, but it's important to learn from them and move forward. Be kind to yourself.",Sleep Problems,Insomnia
I don't know how to deal with my stress at work.,"Feeling inadequate is tough, but remember that you're doing your best. Try to focus on your strengths and progress.",Sleep Problems,Insomnia
I haven't been sleeping well for weeks.,Work stress can be overwhelming. It's important to take breaks and try mindfulness exercises.,Stress,Work Pressure
I'm feeling really lonely lately.,"It's normal to feel anxious, but try to focus on the things you can control. Taking small steps can help.",Stress,Work Pressure
I feel like I'm not good enough.,"Everyone makes mistakes, but it's important to learn from them and move forward. Be kind to yourself.",Relationship Issues,Frequent Arguments
I can't stop thinking about the mistakes I've made.,Loneliness is hard. Reaching out to friends or joining a group can help you feel more connected.,Self-Esteem Issues,Low Confidence
I can't stop thinking about the mistakes I've made.,It can be tough when you feel unsupported. Consider talking to your friends about how you're feeling.,Guilt,Regret
I'm finding it hard to motivate myself to do anything.,"Feeling inadequate is tough, but remember that you're doing your best. Try to focus on your strengths and progress.",Job Crisis,Job Insecurity
I feel so anxious about my future.,Lack of sleep can impact your mental health. Consider developing a bedtime routine and avoiding screens before bed.,Friendship Issues,Feeling Unsupported
My partner and I are constantly arguing.,"Lack of motivation can be a sign of burnout. Try setting small, achievable goals and give yourself breaks.",Sleep Problems,Insomnia
I feel like I'm not good enough.,Communication is key in relationships. Try to have a calm discussion and listen to each other's needs.,Self-Esteem Issues,Low Confidence
I haven't been sleeping well for weeks.,It can be tough when you feel unsupported. Consider talking to your friends about how you're feeling.,Sleep Problems,Insomnia
I'm feeling really lonely lately.,"Lack of motivation can be a sign of burnout. Try setting small, achievable goals and give yourself breaks.",Stress,Work Pressure
I feel like my friends don't really care about me.,"Everyone makes mistakes, but it's important to learn from them and move forward. Be kind to yourself.",Job Crisis,Job Insecurity
I feel like I'm not good enough.,Work stress can be overwhelming. It's important to take breaks and try mindfulness exercises.,Friendship Issues,Feeling Unsupported
I can't stop thinking about the mistakes I've made.,"Everyone makes mistakes, but it's important to learn from them and move forward. Be kind to yourself.",Guilt,Regret
I can't stop thinking about the mistakes I've made.,Communication is key in relationships. Try to have a calm discussion and listen to each other's needs.,Guilt,Regret
I can't stop thinking about the mistakes I've made.,Communication is key in relationships. Try to have a calm discussion and listen to each other's needs.,Loneliness,Social Isolation
I haven't been sleeping well for weeks.,"Feeling inadequate is tough, but remember that you're doing your best. Try to focus on your strengths and progress.",Relationship Issues,Frequent Arguments
I feel so anxious about my future.,"It's normal to feel anxious, but try to focus on the things you can control. Taking small steps can help.",Self-Esteem Issues,Low Confidence
I feel like my friends don't really care about me.,Job insecurity is stressful. Try discussing your concerns with your employer or exploring other opportunities.,Relationship Issues,Frequent Arguments
I can't stop thinking about the mistakes I've made.,Loneliness is hard. Reaching out to friends or joining a group can help you feel more connected.,Anxiety,Future Uncertainty
My partner and I are constantly arguing.,Loneliness is hard. Reaching out to friends or joining a group can help you feel more connected.,Job Crisis,Job Insecurity
I haven't been sleeping well for weeks.,"It's normal to feel anxious, but try to focus on the things you can control. Taking small steps can help.",Burnout,Low Motivation
My partner and I are constantly arguing.,"Feeling inadequate is tough, but remember that you're doing your best. Try to focus on your strengths and progress.",Stress,Work Pressure
I feel like my friends don't really care about me.,Loneliness is hard. Reaching out to friends or joining a group can help you feel more connected.,Loneliness,Social Isolation
I can't stop thinking about the mistakes I've made.,"It's normal to feel anxious, but try to focus on the things you can control. Taking small steps can help.",Burnout,Low Motivation
I feel like I'm not good enough.,"Everyone makes mistakes, but it's important to learn from them and move forward. Be kind to yourself.",Loneliness,Social Isolation
My partner and I are constantly arguing.,"Feeling inadequate is tough, but remember that you're doing your best. Try to focus on your strengths and progress.",Job Crisis,Job Insecurity
I'm finding it hard to motivate myself to do anything.,"Feeling inadequate is tough, but remember that you're doing your best. Try to focus on your strengths and progress.",Loneliness,Social Isolation
I'm finding it hard to motivate myself to do anything.,It can be tough when you feel unsupported. Consider talking to your friends about how you're feeling.,Job Crisis,Job Insecurity
I haven't been sleeping well for weeks.,"Lack of motivation can be a sign of burnout. Try setting small, achievable goals and give yourself breaks.",Job Crisis,Job Insecurity
I'm feeling really lonely lately.,"Everyone makes mistakes, but it's important to learn from them and move forward. Be kind to yourself.",Stress,Work Pressure
I'm finding it hard to motivate myself to do anything.,Work stress can be overwhelming. It's important to take breaks and try mindfulness exercises.,Guilt,Regret
I feel like I'm not good enough.,It can be tough when you feel unsupported. Consider talking to your friends about how you're feeling.,Friendship Issues,Feeling Unsupported
I feel like I'm not good enough.,"It's normal to feel anxious, but try to focus on the things you can control. Taking small steps can help.",Sleep Problems,Insomnia
I'm afraid I'm going to lose my job.,Communication is key in relationships. Try to have a calm discussion and listen to each other's needs.,Loneliness,Social Isolation
I feel like my friends don't really care about me.,"Lack of motivation can be a sign of burnout. Try setting small, achievable goals and give yourself breaks.",Sleep Problems,Insomnia
I don't know how to deal with my stress at work.,"Lack of motivation can be a sign of burnout. Try setting small, achievable goals and give yourself breaks.",Stress,Work Pressure
I'm afraid I'm going to lose my job.,"It's normal to feel anxious, but try to focus on the things you can control. Taking small steps can help.",Anxiety,Future Uncertainty
I haven't been sleeping well for weeks.,It can be tough when you feel unsupported. Consider talking to your friends about how you're feeling.,Burnout,Low Motivation
I'm afraid I'm going to lose my job.,"Everyone makes mistakes, but it's important to learn from them and move forward. Be kind to yourself.",Self-Esteem Issues,Low Confidence
I can't stop thinking about the mistakes I've made.,Work stress can be overwhelming. It's important to take breaks and try mindfulness exercises.,Stress,Work Pressure
I feel like my friends don't really care about me.,Lack of sleep can impact your mental health. Consider developing a bedtime routine and avoiding screens before bed.,Anxiety,Future Uncertainty
I'm finding it hard to motivate myself to do anything.,It can be tough when you feel unsupported. Consider talking to your friends about how you're feeling.,Stress,Work Pressure
I'm finding it hard to motivate myself to do anything.,Lack of sleep can impact your mental health. Consider developing a bedtime routine and avoiding screens before bed.,Sleep Problems,Insomnia
I'm finding it hard to motivate myself to do anything.,Job insecurity is stressful. Try discussing your concerns with your employer or exploring other opportunities.,Burnout,Low Motivation
I'm afraid I'm going to lose my job.,"Feeling inadequate is tough, but remember that you're doing your best. Try to focus on your strengths and progress.",Loneliness,Social Isolation
I feel like my friends don't really care about me.,"It's normal to feel anxious, but try to focus on the things you can control. Taking small steps can help.",Job Crisis,Job Insecurity
I'm afraid I'm going to lose my job.,It can be tough when you feel unsupported. Consider talking to your friends about how you're feeling.,Stress,Work Pressure
I don't know how to deal with my stress at work.,Loneliness is hard. Reaching out to friends or joining a group can help you feel more connected.,Burnout,Low Motivation
I'm feeling really lonely lately.,"Feeling inadequate is tough, but remember that you're doing your best. Try to focus on your strengths and progress.",Stress,Work Pressure
I feel so anxious about my future.,Loneliness is hard. Reaching out to friends or joining a group can help you feel more connected.,Sleep Problems,Insomnia
My partner and I are constantly arguing.,Work stress can be overwhelming. It's important to take breaks and try mindfulness exercises.,Job Crisis,Job Insecurity
I can't stop thinking about the mistakes I've made.,Loneliness is hard. Reaching out to friends or joining a group can help you feel more connected.,Friendship Issues,Feeling Unsupported
I'm afraid I'm going to lose my job.,"Everyone makes mistakes, but it's important to learn from them and move forward. Be kind to yourself.",Sleep Problems,Insomnia
My partner and I are constantly arguing.,"Lack of motivation can be a sign of burnout. Try setting small, achievable goals and give yourself breaks.",Burnout,Low Motivation
I'm feeling really lonely lately.,Loneliness is hard. Reaching out to friends or joining a group can help you feel more connected.,Job Crisis,Job Insecurity
I can't stop thinking about the mistakes I've made.,Lack of sleep can impact your mental health. Consider developing a bedtime routine and avoiding screens before bed.,Self-Esteem Issues,Low Confidence
I'm feeling really lonely lately.,Job insecurity is stressful. Try discussing your concerns with your employer or exploring other opportunities.,Loneliness,Social Isolation
I haven't been sleeping well for weeks.,"It's normal to feel anxious, but try to focus on the things you can control. Taking small steps can help.",Self-Esteem Issues,Low Confidence
I'm afraid I'm going to lose my job.,Loneliness is hard. Reaching out to friends or joining a group can help you feel more connected.,Anxiety,Future Uncertainty
My partner and I are constantly arguing.,"Feeling inadequate is tough, but remember that you're doing your best. Try to focus on your strengths and progress.",Burnout,Low Motivation
I don't know how to deal with my stress at work.,It can be tough when you feel unsupported. Consider talking to your friends about how you're feeling.,Job Crisis,Job Insecurity
I'm feeling really lonely lately.,"Lack of motivation can be a sign of burnout. Try setting small, achievable goals and give yourself breaks.",Anxiety,Future Uncertainty
I feel like I'm not good enough.,Work stress can be overwhelming. It's important to take breaks and try mindfulness exercises.,Self-Esteem Issues,Low Confidence
My partner and I are constantly arguing.,Job insecurity is stressful. Try discussing your concerns with your employer or exploring other opportunities.,Loneliness,Social Isolation
I'm feeling really lonely lately.,Lack of sleep can impact your mental health. Consider developing a bedtime routine and avoiding screens before bed.,Relationship Issues,Frequent Arguments
I feel so anxious about my future.,"Feeling inadequate is tough, but remember that you're doing your best. Try to focus on your strengths and progress.",Loneliness,Social Isolation
